asv	BJ-1	BJ-2	BJ-3	HLD_A-1	HLD_A-2	HLD_A-3	HLD_B-1	HLD_B-2	HLD_B-3	MW-1	MW-2	MW-3	WLD-1	WLD-2	WLD-3	WZ-1	WZ-2	WZ-3
ASV655	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV656	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV657	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV658	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV659	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV662	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0
ASV666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	425	0
ASV668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV670	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV672	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0
ASV673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV674	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV675	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV677	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0
ASV678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV679	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0
ASV680	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0
ASV681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV684	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0
ASV685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV690	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0
ASV691	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	329	0	0
ASV692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV696	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0
ASV697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV700	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV706	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0
ASV707	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV711	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV712	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	45	43
ASV713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV718	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV719	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0
ASV720	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	2
ASV721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV724	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0
ASV725	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV726	0	0	0	0	0	0	0	0	0	99	0	0	0	0	79	0	0	0
ASV727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV736	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV744	26	21	14	4	6	4	4	0	10	31	19	23	32	23	28	0	19	21
ASV745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV747	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV751	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV752	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	3
ASV753	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV767	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV771	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV776	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV777	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV781	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0
ASV782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV788	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASV789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0
ASV793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0
ASV795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV800	0	0	0	0	2	0	0	0	238	0	0	0	0	0	0	0	0	0
ASV801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV831	0	7	0	16	12	0	0	0	8	3	12	17	0	10	0	33	5	13
ASV832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV836	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV837	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV840	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0
ASV841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV848	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV852	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
ASV853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
ASV854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV855	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0
ASV856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173
ASV873	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0
ASV874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV878	0	15	0	15	12	10	2	0	0	0	0	0	0	22	0	0	14	29
ASV879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV892	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV908	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV909	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV914	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144
ASV918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV920	0	0	0	16	0	126	0	0	0	0	0	0	0	0	0	0	0	0
ASV921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV930	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
ASV931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130
ASV952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV959	0	0	0	0	0	0	0	0	0	0	29	21	0	0	14	0	0	26
ASV960	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
ASV967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV973	17	0	18	0	0	0	0	0	3	18	20	15	16	0	16	0	0	0
ASV974	0	0	0	0	0	0	0	0	0	0	21	18	0	0	0	0	0	12
ASV975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV980	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
ASV981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV988	0	0	0	0	0	0	0	0	0	14	27	25	0	0	0	0	0	16
ASV989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
